txn_id,user_id,merchant_id,txn_time,amount,device_type,location_id,txn_type,is_fraud
64,1298,355,2964,446.56,iOS,98,P2P,1
65,388,236,41990,935.17,Android,87,P2P,0
66,601,191,12811,463.42,Android,55,P2P,0
67,316,101,10067,1783.13,Web,65,P2P,1
68,14,105,39992,1010.97,Web,68,P2M,1
69,242,474,10472,804.03,iOS,17,P2P,0
70,777,250,15126,58.95,Web,26,P2M,1
71,1370,396,3101,154.22,Android,95,P2M,1
72,565,446,26990,447.11,Android,33,P2M,0
73,898,94,36665,2996.35,Android,64,BillPay,0
74,1364,220,3678,325.66,Android,92,P2P,0
75,92,475,34611,795.35,iOS,10,P2P,0
76,1391,298,30729,3601.08,Web,46,P2M,1
77,956,339,29035,245.25,Android,73,P2M,0
78,1479,453,15958,145.86,Android,90,P2P,0
79,1452,442,24250,632.31,Android,51,P2P,0
80,509,133,7083,642.17,Android,34,P2M,0
81,776,361,21756,2039.68,iOS,14,P2M,0
82,1967,155,1466,21.43,Android,41,P2M,1
83,35,28,339,418.56,Android,90,P2P,0
84,206,282,21103,299.58,Android,95,P2M,0
85,1105,475,17088,677.14,Android,38,P2M,0
86,1956,116,3724,7.5,iOS,48,P2M,0
87,1586,305,40957,993.24,Android,43,P2M,0
88,1896,234,21643,530.85,Android,28,P2M,1
89,1412,405,26044,965.02,Android,41,P2M,0
90,1026,1,10334,475.08,iOS,56,P2P,1
91,1022,348,33320,514.26,Android,81,P2M,1
92,1414,240,36259,1807.24,Android,76,P2P,0
93,566,58,789,189.49,Android,91,P2M,0
94,1130,335,33941,196.2,Web,65,P2M,0
95,1796,183,552,655.83,Android,60,P2P,0
96,1846,337,19806,863.58,Android,97,P2M,0
97,1501,26,36979,350.42,iOS,13,P2M,0
98,703,468,8823,586.36,iOS,69,P2P,0
99,402,409,31980,206.87,Android,52,P2M,0
100,730,77,860,116.86,iOS,43,P2P,0
101,1580,417,290,217.72,Android,92,P2M,0
102,162,217,42417,1985.11,Android,88,P2P,0
103,202,328,14344,1294.86,Android,84,P2M,0
104,1982,325,5870,120.89,Android,40,P2M,0
105,996,262,33397,38.14,Android,42,P2P,0
106,270,23,39775,78.25,Android,37,P2M,0
107,1887,244,16186,277.87,iOS,84,P2P,0
108,816,158,38711,1334.33,Android,23,P2M,0
109,1295,206,32265,310.15,Android,67,P2P,0
110,456,310,21016,164.3,iOS,69,BillPay,0
111,1486,87,4080,403.13,Android,79,P2M,1
112,1751,267,12972,105.96,Android,69,P2M,1
113,1276,415,1760,508.23,iOS,98,P2M,1
114,1017,134,11274,900.51,Android,58,P2M,0
115,1726,267,37476,368.17,iOS,46,P2P,1
116,296,333,23304,152.55,iOS,87,P2P,0
117,1749,268,12166,482.93,Android,47,P2P,0
118,720,450,3398,1150.03,Android,17,BillPay,0
119,1773,53,30625,63.75,Android,9,P2P,0
120,338,99,10515,58.86,iOS,68,P2P,0
121,879,247,14705,306.31,Android,94,P2M,0
122,1077,36,36329,428.99,Android,78,P2M,0
123,792,401,10607,195.16,Android,30,P2P,0
124,1946,28,30006,21.82,Android,95,P2P,0
125,217,220,13018,198.32,iOS,61,P2P,0
126,764,406,9816,457.27,Android,65,P2P,0
127,188,102,20494,66.21,Web,58,BillPay,0
128,380,263,21237,1006.72,Android,27,P2P,0
129,493,271,6831,642.55,Android,66,P2M,0
130,1065,224,40963,455.95,Android,45,P2M,0
131,1181,139,30541,585.03,Android,40,P2P,0
132,15,280,3447,853.24,iOS,61,P2P,0
133,1837,451,5584,4207.05,Web,41,P2P,1
134,65,286,27156,1193.75,Web,74,P2P,0
135,1881,454,36559,621.85,Android,88,P2P,0
136,1863,250,21465,1177.6,Android,84,BillPay,0
137,521,322,42120,515.83,Web,42,P2M,1
138,1368,317,17217,297.91,iOS,62,P2P,0
139,1153,78,10190,243.01,Android,80,P2M,0
140,648,297,5335,407.97,iOS,38,P2P,0
141,1496,338,6260,1.83,iOS,60,P2M,0
142,1087,307,25778,155.8,Android,49,P2M,0
143,1163,428,15605,108.23,Web,18,BillPay,0
144,1523,351,18559,2581.97,Android,99,P2P,0
145,593,13,42341,53.64,Android,94,P2P,0
146,392,346,20557,556.08,iOS,5,P2P,0
147,1699,492,35556,2017.77,Android,11,P2M,1
148,419,396,24917,748.22,iOS,4,P2P,0
149,289,82,25937,546.98,iOS,61,P2P,0
150,379,9,31538,1086.92,Android,75,P2M,0
151,1797,497,6721,348.79,Android,12,P2M,0
152,1514,213,20575,172.25,iOS,49,BillPay,0
153,231,48,7312,1503.33,Web,28,P2M,0
154,1018,49,4616,46.6,iOS,90,P2P,0
155,41,309,33763,1319.35,Android,34,P2P,0
156,1052,440,33124,87.29,iOS,56,P2P,0
157,135,40,24761,785.88,Android,65,P2M,0
158,201,363,1693,518.61,Android,6,P2M,0
159,1864,280,2590,5224.1,Android,33,P2P,0
160,780,226,30870,392.71,Android,47,P2P,0
161,930,456,9534,2522.6,iOS,24,P2P,0
162,1057,108,7921,413.72,iOS,34,P2M,0
163,1072,245,1691,915.81,Android,72,P2P,0
164,503,255,42042,825.5,Android,16,P2P,1
165,407,33,2904,72.34,iOS,80,P2P,1
166,1598,23,39705,1088.08,Android,16,P2P,0
167,1752,333,30956,187.23,Android,98,P2P,0
168,805,54,18764,393.4,Android,84,P2M,0
169,99,309,8208,1219.35,Android,14,P2P,0
170,684,49,15783,2310.42,Web,59,P2M,1
171,1896,462,8515,656.43,Android,62,P2P,0
172,726,78,2070,586.15,Android,90,P2P,0
173,1571,336,17314,562.43,iOS,66,P2P,1
174,961,433,13771,1356.71,iOS,19,P2M,0
175,1763,358,31240,3982.85,iOS,61,P2M,0
176,613,122,17828,803.2,Android,66,P2P,0
177,1967,444,24978,380.65,Android,26,P2M,1
178,1486,359,20936,197.4,Web,89,P2M,0
179,643,90,26082,177.34,Android,49,P2M,0
180,1793,346,17905,1551.19,iOS,19,P2M,0
181,1029,193,3098,3898.65,iOS,49,P2M,0
182,1242,416,27020,957.84,Android,81,P2P,0
183,503,377,18952,2495.75,iOS,30,P2M,0
184,767,463,10985,344.62,Android,76,P2M,0
185,398,244,8283,790.22,iOS,57,P2M,1
186,871,149,37708,573.43,iOS,85,P2P,1
187,795,146,4762,526.25,Android,36,P2M,0
188,393,478,34521,800.55,iOS,40,P2P,0
189,207,316,5054,297.24,Web,28,P2M,0
190,1039,378,13276,818.71,Android,97,P2M,0
191,1882,141,5781,893.9,iOS,46,P2P,0
192,1578,408,16471,1446.86,iOS,73,P2M,0
193,892,286,18025,1048.89,iOS,82,P2P,0
194,1485,386,35730,308.26,Android,88,P2P,0
195,1715,339,5413,479.43,iOS,32,P2M,0
196,1599,111,7420,102.61,Android,87,P2M,1
197,864,108,41510,237.96,Android,58,P2P,0
198,743,367,39678,588.75,Android,76,P2P,0
199,1265,281,26527,84.96,Web,98,BillPay,0
200,564,50,12029,676.3,Android,26,P2P,0
201,1021,14,41583,395.8,Android,70,BillPay,0
202,96,134,36525,28.31,Android,69,P2M,0
203,1924,76,37564,455.96,Android,87,P2P,0
204,1758,84,36060,264.07,Android,50,P2M,0
205,485,343,3832,55.46,Android,79,P2P,0
206,1431,158,2611,277.8,iOS,32,P2P,0
207,231,286,8353,278.62,Android,58,P2P,0
208,749,422,43042,350.9,Web,64,P2P,0
209,1679,314,27589,365.16,Android,77,P2P,0
210,1195,94,40996,449.37,iOS,28,P2P,0
211,541,297,25421,77.17,iOS,97,P2P,0
212,1060,94,11068,4.23,iOS,72,P2P,0
213,525,57,3346,1065.47,Android,80,P2M,0
214,1184,164,36822,329.2,iOS,39,P2P,0
215,1863,320,4200,760.73,Android,96,P2P,0
216,1723,497,8527,293.42,Android,80,BillPay,0
217,1267,98,10535,3317.56,Android,45,P2P,0
218,1110,16,17944,303.17,Android,13,P2M,1
219,1820,344,40290,743.19,Android,20,P2P,0
220,578,78,4164,198.74,iOS,58,P2M,1
221,682,346,30022,583.52,Web,19,BillPay,0
222,557,72,12438,692.73,Android,75,P2M,1
223,1598,270,23104,161.52,Android,91,P2P,0
224,1977,287,4852,105.6,Android,80,P2P,0
225,1013,66,6713,2907.55,iOS,9,P2M,1
226,646,368,3183,1789.94,Web,77,P2P,0
227,796,68,31354,863.21,Android,19,P2M,0
228,1052,193,8032,1578.94,Web,94,P2M,0
229,1644,55,14275,80.35,Android,55,P2P,0
230,1580,468,18793,1045.62,Android,39,P2P,0
231,1364,379,37066,269.05,Android,17,P2P,0
232,1822,462,18918,620.34,Android,62,P2P,0
233,1982,168,5599,1157.9,Android,94,P2M,0
234,1355,409,32771,27.24,Android,93,P2M,1
235,1664,25,13440,949.53,iOS,60,P2M,0
236,1530,131,11289,456.56,Android,42,P2M,0
237,1372,325,5161,463.39,Android,2,BillPay,0
238,1497,102,964,1902.52,Android,50,BillPay,0
239,1255,374,15942,1571.39,iOS,67,P2M,0
240,190,282,38369,47.4,Android,20,P2M,0
241,1249,296,14184,770.53,Android,1,P2P,0
242,1409,294,2947,457.94,Android,5,P2P,0
243,1401,422,6238,100.28,Android,97,P2M,0
244,1307,452,13156,1523.32,Android,39,P2P,0
245,1982,263,2411,59.36,Android,87,P2P,0
246,633,478,15674,26.1,Android,18,P2M,0
247,628,414,8308,176.03,iOS,68,P2P,0
248,973,120,43171,289.21,Web,97,P2P,0
249,1769,403,2924,50.25,iOS,90,P2P,0
250,1283,231,35605,820.24,Web,22,P2P,0
251,1383,291,576,459.79,iOS,30,P2M,0
252,710,488,14641,425.08,Web,90,P2M,0
253,1480,161,8963,125.64,Android,1,P2P,0
254,1435,161,24291,460.7,iOS,70,P2P,0
255,649,78,41159,395.65,Web,81,P2P,0
256,318,38,32728,387.14,iOS,95,P2M,0
257,1701,394,41139,197.3,Web,51,P2P,0
258,1249,441,18789,79.36,Android,68,P2P,1
259,1843,28,39651,241.65,Android,74,P2M,0
260,1258,462,27899,880.34,Android,61,P2P,0
261,684,100,15658,60.58,Android,48,P2M,0
262,664,294,38907,385.43,iOS,53,P2P,0
263,1999,400,14184,577.86,iOS,34,P2P,0
264,1851,124,31747,2640.76,iOS,86,BillPay,0
265,1398,405,12965,1485.42,Android,86,P2P,1
266,1696,92,10493,1987.41,Android,7,P2P,0
267,1632,255,26178,1371.85,iOS,39,P2P,1
268,1496,97,33887,711.55,Android,37,P2P,0
269,1257,6,2214,1577.4,Android,63,P2M,0
270,1716,169,8000,666.38,Android,55,P2P,0
271,1137,383,8065,354.22,iOS,15,P2P,0
272,1854,271,42871,372.61,iOS,83,P2P,0
273,1521,108,1085,666.78,Android,74,P2M,0
274,442,387,3532,1326.23,Android,62,P2M,0
275,564,299,17622,114.78,iOS,68,P2M,0
276,1292,47,4834,32.05,Android,50,P2M,0
277,1534,99,20197,1246.88,Web,41,P2M,1
278,1831,14,12008,834.37,Android,61,P2P,0
279,1410,194,12962,1377.68,iOS,25,BillPay,1
280,1411,157,8012,3006.64,Android,28,P2M,0
281,1137,388,20166,231.63,iOS,82,P2M,1
282,1637,154,18628,172.83,Android,35,P2M,0
283,1649,115,9849,333.6,Web,83,P2P,0
284,952,396,41372,1682.74,Android,53,P2M,0
285,1105,258,13767,11.25,Android,84,P2P,0
286,699,145,15111,8.47,Web,39,P2M,1
287,113,291,39989,195.48,Android,97,P2P,0
288,2,10,40582,377.18,iOS,59,P2P,1
289,642,368,33891,288.03,Web,65,P2M,1
290,220,214,21565,1394.0,Android,1,P2M,1
291,1590,233,35011,936.23,Android,45,P2P,0
292,855,171,2589,1455.31,iOS,19,P2P,0
293,1760,21,42738,387.3,iOS,48,P2M,0
294,1249,15,9749,724.7,Android,49,P2P,0
295,385,419,22683,579.64,Android,73,P2P,0
296,1427,368,4501,515.07,Android,14,P2M,1
297,1662,126,23423,271.86,iOS,67,P2M,0
298,1154,341,19157,988.15,Android,30,P2M,1
299,1077,341,19169,593.92,Android,65,P2P,0
300,1708,213,23324,65.49,iOS,69,BillPay,1
301,730,188,1706,0.42,iOS,87,P2M,1
302,1696,172,28219,16.42,Android,6,P2P,0
303,1734,480,41334,63.19,Android,84,P2M,0
304,1440,247,1612,370.84,iOS,46,P2M,0
305,247,5,16838,291.84,iOS,42,P2P,0
306,836,231,37065,136.29,iOS,72,P2M,0
307,1463,201,30427,579.63,Android,61,P2P,1
308,203,373,15546,2810.1,Android,31,P2M,0
309,1208,402,9045,140.15,Android,79,P2P,0
310,123,149,25299,230.78,Web,26,P2P,0
311,401,72,1391,496.07,iOS,58,P2M,0
312,767,492,41221,819.19,Android,33,P2P,0
313,294,226,40776,733.53,Android,52,BillPay,0
314,280,74,32667,589.18,Android,32,P2P,0
315,1861,307,15948,1069.3,Android,54,P2M,1
316,884,169,25118,1496.36,iOS,1,BillPay,0
317,1634,249,38193,5500.16,Web,5,P2M,0
318,198,280,14157,501.15,iOS,22,P2P,0
319,982,488,17021,4231.74,iOS,95,P2P,0
320,1931,152,8356,1048.95,iOS,5,P2M,1
321,1535,224,35573,856.82,Android,8,P2P,0
322,752,225,1223,816.62,Android,70,P2M,0
323,144,38,36110,1933.0,iOS,63,P2P,1
324,609,44,24626,2364.2,Android,10,BillPay,0
325,1225,185,30917,157.29,Web,62,P2M,1
326,1148,499,21526,544.06,Android,40,P2P,0
327,187,443,8856,2270.3,iOS,47,P2M,1
328,1350,241,38829,385.16,Android,80,BillPay,0
329,464,418,13532,211.88,Android,56,P2M,1
330,1373,331,20745,86.65,Web,28,P2M,1
331,1795,351,20336,727.49,iOS,56,P2M,0
332,660,210,30796,963.91,Android,1,P2P,0
333,764,23,27167,174.08,Android,52,P2M,0
334,955,124,880,895.8,Web,82,P2P,0
335,1956,86,16818,1839.03,iOS,62,P2M,0
336,403,43,38892,223.33,Android,42,P2P,0
337,1370,466,24488,104.09,Android,47,P2P,0
338,1987,40,37952,1443.51,Android,37,P2P,0
339,1535,303,18368,1985.81,Android,11,P2M,0
340,147,169,29028,193.52,Android,67,P2M,0
341,1172,175,13223,1022.33,iOS,29,P2P,0
342,864,487,31395,715.07,Android,4,BillPay,0
343,1735,20,30261,218.7,Android,95,BillPay,0
344,1844,461,9984,1388.26,Android,11,P2P,0
345,489,109,2798,508.56,Android,30,P2M,0
346,929,193,7603,964.07,Android,79,P2M,0
347,1960,244,11704,286.97,Android,79,P2P,0
348,1664,324,34261,1353.31,Android,58,P2M,0
349,551,280,15707,245.53,Android,32,P2P,0
350,338,228,18009,363.04,Android,29,P2M,0
351,872,36,18231,397.37,iOS,43,P2M,0
352,641,45,3246,184.97,iOS,92,P2P,0
353,1803,386,29825,1659.53,iOS,85,P2P,0
354,1977,28,15925,96.37,Android,39,P2P,0
355,473,154,1316,662.49,Android,11,P2M,0
356,1970,23,18334,1346.26,iOS,96,P2M,0
357,151,207,31072,695.73,iOS,27,P2P,0
358,1439,420,2026,316.68,iOS,24,P2M,0
359,1322,91,1547,1216.24,Android,37,P2P,0
360,1635,390,15289,553.2,Android,65,BillPay,0
361,263,419,36546,142.36,Android,32,P2M,0
362,1788,359,39279,304.85,Android,53,P2P,0
363,144,38,22169,717.07,Android,1,P2M,0
364,346,419,40525,860.17,Android,56,P2P,0
365,624,228,20107,635.49,iOS,34,P2P,0
366,1017,202,34291,253.97,iOS,82,P2P,0
367,1596,350,27279,720.63,Android,29,P2M,0
368,881,309,18356,323.31,Android,6,P2P,0
369,2,489,30043,203.83,Android,57,P2M,0
370,897,254,29966,2328.06,iOS,95,P2P,0
371,1328,38,12795,302.52,iOS,14,P2P,0
372,254,221,17000,327.12,Web,75,P2P,0
373,1676,187,20899,1816.69,iOS,69,P2P,0
374,453,43,21575,123.17,Android,62,P2P,0
375,1061,359,22158,702.8,Android,86,P2M,0
376,1184,114,19005,1224.91,iOS,51,P2P,0
377,1015,260,18477,255.8,Web,13,P2M,0
378,9,5,19560,1486.74,Android,76,P2M,1
379,1257,68,25708,1174.52,Android,4,BillPay,0
380,1123,228,40252,532.57,Android,38,P2P,0
381,1683,123,19954,101.1,iOS,4,P2P,0
382,816,173,30635,2808.11,iOS,30,P2P,0
383,208,336,18530,783.02,Android,54,P2M,0
384,1155,153,705,582.35,iOS,65,P2M,0
385,404,462,36580,1733.39,Web,61,P2P,0
386,152,267,27046,437.65,Android,49,P2P,0
387,54,157,20152,663.43,Android,31,P2M,0
388,1144,162,31855,1563.87,iOS,42,P2P,0
389,1697,214,2319,399.34,Android,50,P2M,0
390,1944,398,8163,1184.1,iOS,23,P2P,0
391,628,376,21605,236.72,Android,78,P2P,1
392,587,408,209,969.51,Android,99,BillPay,0
393,1649,443,4834,571.39,Android,81,P2P,0
394,1992,423,31512,144.17,Android,60,P2P,0
395,1444,26,12446,116.95,Web,32,BillPay,0
396,1446,427,3962,489.53,iOS,56,P2M,0
397,104,292,13028,992.64,iOS,56,P2P,0
398,1876,423,21903,739.65,Android,87,P2M,0
399,254,189,11717,1543.3,iOS,34,P2P,0
400,1251,400,37562,394.99,iOS,41,P2P,0
401,1136,122,30545,1484.49,iOS,39,P2P,0
402,510,230,35212,30.19,Web,86,P2P,0
403,1497,59,41100,364.32,Android,42,P2M,0
404,99,96,35375,60.63,Android,66,P2P,0
405,153,262,20320,2013.06,iOS,20,P2P,0
406,1885,354,19301,515.96,iOS,14,P2M,0
407,914,312,18181,304.02,iOS,38,P2P,0
408,1920,136,9168,542.59,Android,37,BillPay,0
409,878,350,2573,608.88,Android,37,P2P,0
410,338,283,18973,1497.85,iOS,12,P2M,0
411,1730,455,36051,625.46,Android,92,P2M,1
412,822,411,42759,451.64,Android,56,P2P,0
413,1187,473,20801,2602.66,Android,8,P2M,1
414,1744,120,28644,2767.69,Android,93,P2P,0
415,957,430,27523,31.34,Android,21,P2M,0
416,1705,425,33481,981.65,Android,39,P2M,0
417,161,463,18807,371.86,Android,48,P2M,1
418,1604,25,1890,899.64,Android,18,P2P,0
419,801,342,19951,810.51,iOS,63,P2P,0
420,398,146,5375,320.51,Android,83,P2M,1
421,1301,12,31305,3453.51,Android,74,P2P,0
422,816,87,15579,353.42,Web,9,P2P,0
423,1940,435,9870,799.7,iOS,87,P2M,1
424,1528,109,18531,1342.97,Android,30,P2P,0
425,1920,423,9109,125.76,Android,86,P2M,0
426,1416,345,26842,285.99,Android,59,P2P,0
427,1159,266,10716,177.49,iOS,55,P2P,0
428,1219,222,18190,1217.96,Android,93,P2M,0
429,401,74,36819,1292.4,Android,70,P2P,0
430,640,482,32433,236.51,Android,50,P2M,0
431,1057,494,41519,3.31,Android,61,P2M,1
432,688,333,25204,440.42,iOS,35,P2M,0
433,460,310,42871,929.59,Android,14,P2P,0
434,955,413,36530,779.35,Android,69,P2M,0
435,1907,102,26384,472.04,iOS,46,P2P,0
436,470,425,10087,287.56,Android,82,P2P,0
437,1399,493,12122,514.55,Android,35,P2M,0
438,1046,137,30898,12.17,Android,94,P2P,0
439,750,191,15841,61.39,Android,71,P2M,0
440,1694,461,25582,142.04,iOS,98,P2P,0
441,38,421,10042,785.53,Android,42,P2M,0
442,230,142,26505,197.54,Android,53,P2M,1
443,1389,357,23294,440.46,Android,19,BillPay,0
444,563,73,6173,777.04,iOS,45,P2P,0
445,438,328,18516,1420.28,Android,54,P2M,0
446,1800,167,6932,638.2,Android,64,P2P,0
447,1307,168,17909,155.96,Android,75,P2M,0
448,27,54,30241,2424.91,iOS,41,P2P,0
449,226,259,16712,75.46,iOS,17,P2P,0
450,1301,439,2657,365.98,Android,11,P2M,0
451,798,111,29105,2033.93,Web,92,P2P,0
452,1633,232,41547,737.71,Android,3,P2P,0
453,284,161,30382,869.31,Android,10,P2P,0
454,879,352,22356,287.28,Android,24,P2P,0
455,960,327,19589,65.44,iOS,97,BillPay,0
456,1505,19,39601,364.26,Android,56,P2P,0
457,453,290,23916,411.54,Android,26,P2P,0
458,1020,462,40675,252.07,Android,69,BillPay,0
459,1853,50,34366,194.15,Android,24,P2M,0
460,816,175,3851,351.44,Web,44,P2P,1
461,659,302,27048,816.03,iOS,26,P2M,0
462,1540,184,7582,2381.29,Android,71,P2P,0
463,547,185,40591,973.32,iOS,76,BillPay,0
464,1216,339,4607,1209.86,Android,57,P2M,0
465,1073,307,5507,292.3,iOS,36,P2P,0
466,1536,310,5934,88.47,Android,17,P2M,0
467,17,346,41971,275.7,Android,80,P2P,0
468,1196,81,21952,412.21,Android,95,P2P,0
469,1244,374,4659,936.64,Android,18,P2M,0
470,158,156,4398,2242.22,Web,96,P2M,1
471,477,275,6242,1325.61,iOS,66,P2P,0
472,1070,283,28620,247.83,iOS,10,P2P,0
473,1397,432,25905,1373.18,iOS,61,P2M,0
474,518,249,10796,424.48,Android,39,P2M,0
475,99,147,39379,154.32,Android,14,P2P,0
476,1916,481,39480,494.81,Web,47,BillPay,0
477,1769,435,37275,662.66,Android,10,P2M,0
478,1061,7,13937,1153.12,Android,55,P2P,0
479,280,157,31531,344.5,iOS,92,P2P,0
480,1373,171,19569,126.99,Android,24,P2P,0
481,497,69,12343,79.29,Android,40,P2P,0
482,302,94,11533,95.43,Android,63,P2P,1
483,181,369,31132,2396.96,Android,34,P2P,0
484,607,363,31356,2425.11,Android,49,P2M,0
485,1123,376,15438,2772.75,Android,63,P2P,0
486,700,186,26366,288.19,Android,9,P2M,0
487,993,392,13968,170.17,Android,47,P2P,0
488,1140,170,17490,3167.06,Web,93,P2P,1
489,191,204,19173,3556.08,iOS,45,P2P,0
490,253,42,10376,65.27,iOS,36,P2M,1
491,981,13,25114,1117.17,Android,9,P2P,0
492,928,154,21168,272.49,Android,11,P2M,0
493,1185,274,718,1920.15,iOS,85,P2M,1
494,1280,298,39844,74.77,Android,77,P2M,0
495,1347,51,36763,1755.54,Android,24,P2P,0
496,128,369,305,2.1,iOS,1,P2M,0
497,18,212,21814,590.48,iOS,99,P2M,0
498,1817,144,41347,327.05,iOS,99,P2M,0
499,1759,357,41684,445.96,iOS,61,P2P,0
500,566,3,30711,455.02,iOS,85,P2P,0
501,570,254,14177,848.14,Android,69,BillPay,0
502,1347,475,24570,18.69,Android,21,P2P,0
503,1896,335,35364,940.47,iOS,4,P2P,0
504,686,256,18819,17.96,Android,97,BillPay,0
505,1816,98,31391,163.92,Android,58,P2M,0
506,626,173,15788,746.63,Android,72,P2P,0
507,1312,150,9896,72.32,iOS,93,P2P,0
508,1967,488,20559,3759.91,iOS,7,P2M,1
509,854,279,23565,1227.41,Android,1,P2M,0
510,1687,59,20926,978.43,iOS,69,P2M,0
511,962,446,13376,249.23,Android,77,P2P,0
512,1663,113,21875,39.83,Web,64,P2M,1
513,155,324,12857,3082.29,Web,90,P2P,1
514,490,243,1283,127.99,iOS,76,P2P,0
515,1410,310,14920,1420.24,Android,8,P2P,0
516,785,57,247,176.04,Android,60,P2P,0
517,1128,489,30846,374.85,Android,34,P2P,0
518,1953,407,6642,946.26,Android,86,P2M,0
519,1417,367,17365,2325.66,iOS,9,P2M,1
520,1835,60,37131,15.98,Web,73,P2P,0
521,246,329,17949,241.71,Web,45,BillPay,0
522,1200,216,33503,1158.42,Android,82,P2M,1
523,1063,469,10851,152.34,Android,17,P2P,0
524,1501,233,14406,94.54,Android,7,P2M,0
525,1706,494,14928,37.83,Android,51,P2M,0
526,759,55,16832,558.51,Android,98,P2P,0
527,538,373,7534,1167.9,Android,16,P2P,0
528,1891,208,1835,2610.57,Android,57,P2M,0
529,1842,63,4715,249.02,Android,92,P2M,0
530,921,184,33381,103.52,iOS,25,P2P,0
531,408,311,22618,412.07,iOS,22,P2P,0
532,525,281,876,45.63,Android,55,P2M,0
533,828,26,9325,322.01,Android,34,BillPay,0
534,1530,177,29446,824.19,Android,15,BillPay,0
535,903,63,33439,147.3,Web,16,P2M,0
536,1849,429,1630,799.47,Android,16,P2P,0
537,36,73,33128,2858.99,iOS,38,BillPay,0
538,685,335,14713,1597.26,Android,86,P2P,0
539,20,167,10584,353.08,Web,93,P2P,0
540,321,225,3901,437.85,Web,32,P2M,0
541,1800,65,16450,434.85,Android,43,BillPay,0
542,512,69,27610,1572.32,Web,88,P2P,0
543,400,440,22061,4070.07,iOS,50,P2M,1
544,654,9,15314,1398.48,iOS,87,P2P,0
545,972,236,2090,653.37,Android,57,P2M,0
546,1907,198,26852,81.95,Android,38,P2M,0
547,471,412,22454,2471.76,iOS,23,P2P,0
548,1167,173,11707,1573.15,Android,89,P2M,1
549,1116,282,31567,1473.15,Web,90,P2M,1
550,1378,28,33823,397.82,Android,36,P2P,0
551,834,296,32007,474.17,Android,50,P2P,0
552,1824,399,39024,101.96,Android,98,P2M,0
